avg_l,std_l,med_l,q25_l,q75_l,avg_a,std_a,med_a,avg_b,std_b,med_b,avg_h,avg_s,avg_v,skin_tone_index,undertone_ratio,dom1_l,dom1_a,dom1_b,dom1_freq,dom2_l,dom2_a,dom2_b,dom2_freq,dom3_l,dom3_a,dom3_b,dom3_freq,image_name,predicted_skin_type,cluster_label
136.56117864693445,7.008703007667827,136.0,131.0,141.0,146.42091701902748,2.336731830904513,147.0,164.55628964059196,2.493120042038752,165.0,13.692455073995772,159.90836416490487,173.8340380549683,56.731983350951374,0.8897922312231495,137.56859879850626,146.64117551550578,164.79590842669265,0.4070428118393234,129.63566567789218,147.4072587681033,164.92514395393474,0.3786337209302325,146.87707948243997,144.26155268022185,163.45040049291435,0.214323467230444,ISIC_2489471,10,2
139.2601864640884,7.413461361435448,138.0,133.0,144.0,147.6362223756906,2.92722269239642,148.0,120.43396063535911,5.031834772526661,120.0,160.5227900552486,63.98886395027624,158.8259668508287,41.160868439226505,1.2258685950220176,135.8703339882122,149.42485265225932,116.32932220039292,0.3515193370165745,134.32526397115635,146.57043523049188,124.88488282255987,0.3352037292817679,148.34417194819514,146.7696335078534,120.2772113529898,0.3132769337016574,ISIC_5642824,7,0
180.4818011257036,6.5507505650938604,180.0,175.0,185.0,148.10243902439024,3.11728426970326,148.0,145.69455909943716,2.43006273955572,146.0,6.6679174484052535,89.65365853658537,218.9422138836773,7.657298311444663,1.0165268337717497,181.29182879377436,148.2908560311284,145.33463035019454,0.3857410881801125,173.9685966633955,148.42198233562317,145.56427870461238,0.3823639774859287,189.873786407767,147.2621359223301,146.50809061488673,0.2318949343339587,ISIC_2238813,8,8
217.57823013853547,4.222005833055994,218.0,214.0,221.0,139.98411082838564,1.0143593067041552,140.0,142.60067854113657,1.3879808775537874,142.0,9.164546225614927,62.3084534916596,246.0424088210348,-32.80279332767882,0.9816510162782552,221.7420197330238,139.6990713871155,142.74274521183983,0.3897087927622278,217.21962167361332,140.1131773004168,142.5562680346265,0.3527283008199038,211.76926454445663,140.23863885839737,142.44654226125138,0.2575629064178683,ISIC_0835985,3,7
170.2141560798548,4.866878113299168,170.0,166.0,174.0,150.09316394434362,2.962158263918856,151.0,148.87622504537205,2.412569881416528,149.0,7.242831215970962,103.41984271022385,211.86073805202665,19.4766606170599,1.0081740977571114,170.27610830110086,150.7378756322523,148.6069622136269,0.4066545674531155,164.8874296435272,149.11819887429644,150.1887429643527,0.322444041137326,176.46136668155427,150.28584189370255,147.71817775792766,0.2709013914095584,ISIC_3064807,8,8
198.21190747061056,3.626451619459884,198.0,195.0,201.0,137.95373530527115,1.148370382068208,138.0,141.54539249146757,1.7916733755221468,142.0,9.92665908229048,60.68896473265074,219.8368600682594,-14.362169131588942,0.9746253348891856,198.685181588658,137.99126043892016,141.72810254418334,0.3905195297686765,194.0043607987147,138.4011934817535,142.51595134266697,0.330451270383011,202.53248165262295,137.371296547975,140.14025550421312,0.2790291998483125,ISIC_9891650,3,7
223.6830026742957,4.059873316178988,224.0,221.0,227.0,145.24093538155358,1.2204748354831427,145.0,125.00528639840786,2.456469082699659,124.0,165.18433982212824,42.17905342372038,250.15355432551772,-42.60913614030723,1.161878252891399,226.3581410464738,145.02394106813998,124.43397248402124,0.5741028670937247,218.90838011226944,145.9959903769046,124.09001603849238,0.3102182971577834,223.21075268817205,144.29301075268816,130.29516129032257,0.1156788357484918,ISIC_0888084,2,1
136.77351495123722,3.492898032555762,136.0,134.0,139.0,142.37728701539453,2.277884526788038,142.0,142.21117111308132,2.126770033754268,142.0,7.603852663818812,89.05279277827033,160.33215120496493,48.60302248730554,1.0011680228025188,135.15687977762337,144.45187630298815,142.73280055594162,0.4639316514870638,135.38636959370905,140.53630406290955,142.7208387942333,0.3074877085516241,141.92066290550068,140.6431593794076,140.46685472496475,0.2285806399613121,ISIC_9960855,10,2
193.42091031996395,6.3737338041829465,193.0,188.0,198.0,146.27631494238074,1.341128595798388,146.0,137.0201506470096,2.4830941012020307,137.0,33.69600206013005,62.55005472220434,225.96710229833255,-8.431970643146855,1.0675532290406284,193.92098467894647,146.30900327078672,136.96729213289723,0.3739779823601364,186.5466593042518,146.72059635560464,137.89122032026503,0.3497714543230541,201.44768119319505,145.6695408995572,135.98881379631788,0.2762505633168093,ISIC_7826324,3,7
229.827128037516,3.806275926671813,230.0,227.0,233.0,139.31128321728008,1.39685562725422,139.0,132.87885462555067,1.81283628128178,133.0,59.965965610345314,35.83139121784851,252.19617734830183,-48.17008668466676,1.048408139321899,233.57061286638748,138.09783022459078,133.02474305291207,0.3733124911183743,229.9131611828405,139.76863806747187,132.96563931695127,0.3411965326133295,224.82926829268288,140.35141861622697,132.58437033349924,0.2854909762682961,ISIC_5615676,3,7
190.50327903532897,6.443010367144616,190.0,185.0,196.0,138.65037726535505,2.2805575732189403,138.0,143.21549961215712,3.758519300001684,143.0,10.841548550877937,68.36111698751851,213.45969959805373,-5.943515972075325,0.9681240365714234,184.11560270715205,138.0640204865557,146.0513993049204,0.3855158310415345,190.6062528318985,139.7433167195288,142.04236520163116,0.3112615471405401,198.5188372093024,138.2739534883721,140.81418604651162,0.3032226218179254,ISIC_7250640,4,9
175.1515422885572,5.326589652191967,175.0,171.0,178.0,134.30407960199005,1.3781064496976818,134.0,155.87771144278608,1.4662609353948848,156.0,17.06089552238806,102.00049751243782,195.8276616915423,11.90299502487563,0.8615989402390996,175.76478289330134,134.0340388391883,155.84180667684922,0.4560199004975124,169.83403420241095,134.97589010372863,156.19259882253994,0.3549253731343283,183.6552631578947,133.6942105263158,155.37315789473683,0.1890547263681592,ISIC_3193774,4,9
219.15985467756585,4.341032660155652,219.0,216.0,222.0,144.31547078413564,0.9591220255653156,144.0,128.206600060551,1.3147911565148929,128.0,171.78474114441417,42.94314259763851,245.5775961247351,-37.40323342415986,1.125647661348947,218.8978622327791,144.3689133016627,128.1772565320665,0.4078716318498335,224.42794235388317,144.0908726981585,128.35028022417936,0.3025128670905238,214.0261342253816,144.4748066067322,128.09784653982857,0.2896155010596427,ISIC_0263478,2,1
213.67707249392996,5.2162515360512,214.0,209.0,218.0,144.7567117585848,0.9762986632898324,145.0,133.36517516475894,1.5477534082483209,133.0,113.83135622615332,49.04925424904613,243.96455081512315,-30.24050641692681,1.08541604452281,219.41535671100368,144.61688835147118,133.57416364369206,0.3442247658688865,213.64385221078132,144.81485968100142,133.39713305067636,0.3436004162330905,207.38622222222227,144.84688888888888,133.09955555555555,0.3121748178980228,ISIC_6830549,2,1
213.21324161650904,7.091908772027369,212.0,208.0,218.0,130.24856692462023,2.0494866734655397,130.0,132.69547148179996,4.841525216589856,131.0,38.3121954714818,20.056606477500715,216.31728288908,-34.33003009458298,0.9815599255539432,208.48907388137357,131.12293741638177,130.3564739111045,0.4828747492118085,220.60063068076428,128.68465961788164,132.18883324058618,0.3854256233877902,208.83569096844397,131.6354733405876,142.74211099020675,0.1316996274004012,ISIC_8292179,1,3
202.24550586837023,2.854486145219289,202.0,200.0,204.0,142.98105779230426,2.176476555326867,143.0,148.19989600356558,2.588718192835954,148.0,9.996062992125983,82.74929430990937,236.65904026147675,-14.891219729609285,0.9647850774538564,201.09785678684167,144.58016281774383,150.38511380628017,0.4471103847868073,205.37426503844415,141.5273631840796,146.89981908638626,0.328480166394295,199.9523336643496,141.92287322078784,145.74908970539556,0.2244094488188976,ISIC_4592019,4,9
174.21591477800814,4.626045373872885,173.0,170.0,178.0,160.19067705726746,3.001780462201081,160.0,125.85615214127404,1.7789185574043047,126.0,169.49245728176163,87.46679059126332,220.16651176092088,11.598133981554303,1.2728075791589195,169.94131299734752,160.77337533156498,126.12466843501326,0.4312575963394581,175.17411565346325,160.66172421097224,125.51683965261596,0.3388146135697433,180.7900432900433,158.41620284477426,125.85064935064936,0.2299277900907986,ISIC_2467153,7,0
162.00018264840182,6.807288597439611,162.0,157.0,167.0,149.9088584474886,1.7284892110064287,150.0,163.12931506849316,4.049160123332345,164.0,11.789041095890411,141.88675799086758,207.3737899543379,31.911269406392705,0.9189571426507548,163.05381984036487,150.11288483466362,164.82143671607753,0.4004566210045662,154.7278876170656,150.27237252861602,163.1048387096774,0.3510502283105023,170.57589121646456,149.066519661889,160.4369717015803,0.2484931506849315,ISIC_0562430,10,2
168.68432721277927,10.223181906732316,167.0,160.0,177.0,146.85765448240576,1.3473016766733443,147.0,128.06338468535046,2.369729398540856,128.0,170.40236484565972,59.32772440452504,193.8361662213632,13.7919845375476,1.1467574699486334,158.6391030133147,146.6333566923616,128.06419060967062,0.4056051389915298,170.29272363150866,146.98047396528705,128.42323097463284,0.34057188334944,182.5810931899642,147.05129928315412,127.5790770609319,0.2538229776590301,ISIC_7171799,5,6
137.95157288081325,5.080601453929074,137.0,134.0,141.0,146.3429920755623,3.644812989312949,146.0,140.5332586248299,2.1858248027115112,140.0,7.457856399583767,88.80381013367486,166.62811174257584,48.111302329304415,1.0413405559237516,134.18204393505252,149.12129894937917,140.5994269340974,0.4204754662611062,144.03499496475325,145.14753272910374,140.29405840886204,0.3180981349555751,136.60346926354228,143.36183810103472,140.71698113207546,0.2614263987833186,ISIC_4331481,10,2
197.0699415371453,6.101559710134754,197.0,192.0,202.0,148.02837587337802,1.6980186237827102,148.0,130.766861542849,3.186597186462255,130.0,156.04420362184516,57.65514045344361,229.0454156566377,-13.431370312277188,1.132002120467284,197.6457755592531,148.23923091144388,130.5392863745609,0.3837872522458291,190.6004423889001,148.39432937864467,131.9227830283531,0.356409525167546,205.0441822173436,147.21597145993414,129.52716794731063,0.2598032225866248,ISIC_3957077,2,1
158.98582274558413,3.098831781571463,159.0,157.0,161.0,156.22923768205763,2.6176483474664947,156.0,134.32537960954446,2.4123527399965106,135.0,164.12705299039357,88.877750232414,201.56205453982025,28.180562441896495,1.163065583775212,157.63222844023534,154.80226718324008,135.88118811881188,0.5398977378370003,158.4820812317494,158.3339527475445,132.7709052296257,0.291834521227146,164.2025782688766,157.15745856353593,132.0294659300184,0.1682677409358537,ISIC_7806637,7,0
219.8739068648885,3.6503267514412743,220.0,217.0,223.0,141.9311324879755,0.8420656112185764,142.0,133.52131613467424,1.1770396411174826,133.0,49.69621775251421,42.771097507651945,246.23529733275032,-37.23817227809359,1.062984742563288,223.66308032424465,141.79823139277818,133.4761974944731,0.3708460865763008,219.5926452020202,142.08033459595958,133.49400252525254,0.3463052033231307,215.2502415458937,141.92270531400968,133.61391304347828,0.2828487101005684,ISIC_1403974,3,7
198.16575648504408,7.913278347848504,199.0,192.0,205.0,145.34721360307807,1.3909479671831135,145.0,136.3276033263001,1.8288705284230755,137.0,27.32661040089363,58.1813330023582,229.3206528484548,-13.663311406230603,1.066161213100603,206.77480035492465,145.07701863354038,136.29405501330967,0.3496959165942658,198.13165680473367,145.2666420118343,136.25702662721895,0.3356708452277522,188.63557483731023,145.7333859199369,136.44014987182015,0.3146332381779819,ISIC_3518444,3,7
137.02240600057698,6.017570351725178,136.0,132.0,141.0,142.2681988652755,2.8365580345361057,143.0,150.3664775459179,3.190408292800073,151.0,11.374266756418889,114.0186556399654,163.8496009231657,50.76799692278104,0.9461429949398174,131.21050096339113,143.10838150289018,149.64450867052022,0.4021540532743533,137.87645624492006,142.61067461392577,151.62015713898674,0.3533032022309837,145.2300469483568,140.40884194053208,149.72887323943664,0.2445427444946629,ISIC_1938535,10,2
176.38859721838446,14.800380333665448,177.0,163.0,189.0,151.04375057566546,2.0210328713887717,151.0,137.6777194436769,2.6883388764202087,137.0,59.71078566823248,76.19185778760247,214.91130146449296,10.227843787418236,1.097081940456147,192.82855640283995,150.46989219037602,137.22824086247698,0.3502809247490098,159.1143572621035,151.71229827490262,137.9710628825821,0.3310306714562033,176.2621387283237,150.9800578034682,137.86705202312135,0.3186884037947868,ISIC_8070555,8,8
199.90021060455896,5.295236930290778,199.0,196.0,203.0,133.418050049554,1.869563148486005,133.0,156.57160555004955,2.1458990088084007,157.0,17.585790386521307,93.28320118929634,222.3320118929633,-12.903313924677896,0.8521215648241536,194.8899717070104,134.0556428795976,156.07922037095253,0.3938305252725471,200.39120703437248,133.6388489208633,156.21934452438052,0.3876982160555005,208.0669123901332,131.87638219449957,158.0844910688971,0.2184712586719524,ISIC_4032788,4,9
139.59397552557263,1.9019092953423824,139.0,138.0,141.0,136.36730467524316,1.2092926912210225,137.0,139.2729839974898,1.540225608088127,139.0,10.140822089739569,67.40276121744587,152.22767492940068,43.09811107624726,0.9791367354226692,138.31076957848342,136.94496553282855,139.85388179455308,0.5553184813304047,141.62174657534246,135.94674657534247,138.99537671232878,0.3666771258236586,139.20304975922954,134.23595505617976,136.4486356340289,0.0780043928459366,ISIC_6656563,6,4
214.69051979151996,4.695489588903358,215.0,211.0,218.0,143.87857444710522,1.3247952940980054,144.0,132.88646288209608,2.5994649043291957,133.0,113.42752500352162,47.34272432737005,243.283631497394,-31.661008592759536,1.0827179872157635,214.54857342902156,144.0448100822685,133.63049186066863,0.4024510494435836,219.5585270520469,143.5058629911541,131.74346842213535,0.3423017326383997,208.38465783664464,144.1164459161148,133.24668874172184,0.2552472179180166,ISIC_7563949,2,1
214.63304681219464,5.573622803082919,215.0,210.0,219.0,145.88040319089728,1.160186626335386,146.0,124.78139880032155,2.6535842116297705,124.0,166.83037536330468,45.11495887700204,241.03487724939703,-33.43450621482901,1.1690876436916886,214.38041186962863,145.91973406842874,125.18177395816444,0.3809288232020283,220.7680336872941,145.44196265104358,124.65854998169168,0.3377651351184219,207.5984147952444,146.35424922941436,124.38551298987232,0.2813060416795498,ISIC_9508460,2,1
168.82333333333332,6.644828353226579,168.0,163.0,174.0,159.5218018018018,3.783745748414579,159.0,123.72369369369368,2.021986547895445,124.0,167.81603603603602,86.67936936936937,211.67468468468468,16.150315315315325,1.2893390436866852,175.63549270072997,158.8832116788321,123.36838503649636,0.394954954954955,165.5411672746222,157.19541427826994,124.95127670661805,0.3459459459459459,162.823488533704,163.5969423210563,122.62786657400972,0.2590990990990991,ISIC_0504868,7,0
210.11777213395547,4.494066217971578,210.0,207.0,214.0,142.1299982281023,0.8364190506558139,142.0,140.37617388222787,2.1906522881387755,141.0,6.47563640659146,61.414210619573566,240.0727068690568,-25.365920500856426,1.0124936744779005,210.25337331334333,142.03478260869565,140.78185907046475,0.3939519225090071,215.14926774314685,142.14907998497935,139.58674427337587,0.3145709054397259,204.50435663627155,142.23809523809524,140.67983789260384,0.2914771720512669,ISIC_0666641,3,7
245.32424295061085,9.623122952898491,249.0,237.0,254.0,126.70777604076196,1.7799464782533354,127.0,133.02588153552196,3.739872983234733,132.0,30.385964912280706,13.19744079671125,246.82357709455155,-67.40414567772567,0.952504618297763,253.28581173260577,126.78399272396544,130.74818099135973,0.5100457414162469,243.0720887245841,126.0492144177449,134.4974584103512,0.2500144751317237,230.7877984084881,127.23342175066313,136.32119604533398,0.2399397834520294,ISIC_1725019,1,3
217.4582362320618,4.346387770033158,218.0,214.0,221.0,144.24708696185454,0.9925976062910508,144.0,127.73144854654728,1.834783459637342,128.0,168.45081565068074,42.66411137004784,243.0956089782902,-35.86467557954126,1.1292996150144852,217.08716475095787,144.34610472541507,127.80651340996168,0.3841530724886545,222.02285223367696,144.05171821305842,127.81855670103091,0.3569238317183859,211.716485078162,144.36949313121744,127.5,0.2589230957929596,ISIC_5137911,2,1
158.4213884458007,3.49975124994914,158.0,156.0,161.0,155.49656702961371,2.0930663056753,156.0,139.34808239128927,2.2692713621998992,139.0,63.40474374089743,91.89659477078854,202.2869824537069,30.032006380470207,1.1158858679814545,161.8701856946355,155.46440852819808,138.78318431911967,0.4033566821554893,155.84285714285716,156.4112244897959,138.0595918367347,0.3398293917747416,156.41668917094248,154.3367539832568,141.9403186605455,0.256813926069769,ISIC_7129083,8,8
183.58940034444967,3.7515969649720073,183.0,181.0,186.0,158.64036323782685,2.8867761417282742,159.0,136.18341944574917,2.426519113566263,136.0,167.32127759511508,86.33975262251448,234.14365116643185,4.857734460623128,1.1649021021388195,181.83861502347415,156.47046165884194,135.85993740219092,0.4011272898074213,188.21205007824727,159.04042775169538,134.71517996870108,0.3001409112259277,181.29754440961332,161.13740856844308,138.08594566353187,0.298731798966651,ISIC_5714775,7,0
222.788610733424,3.6904139681360513,223.0,220.0,226.0,143.7540590258338,0.9564094247747892,144.0,126.40110373510358,1.502176957927841,126.0,168.75109973606334,39.80132768135648,247.280172758538,-41.74206190514276,1.1372847499357994,222.3601292668148,143.92587356089678,126.54029488992124,0.3959849636087339,226.45605095541404,143.4195329087049,126.54331210191084,0.3767095896984723,217.4570724841661,144.009148486981,125.92294159042928,0.2273054466927937,ISIC_5446987,2,1
151.95789809425085,5.231380004449878,151.0,148.0,156.0,158.08061558089466,3.1663284300012027,159.0,133.8528825452516,2.449743127740877,134.0,167.74922255003588,95.52962283709434,196.24487680408265,35.62215134359302,1.1810026109630198,146.92922283901666,158.53687549563838,134.65602696272802,0.402200781436887,152.9764239028945,159.65032679738562,132.6262838468721,0.3389681843553145,158.494242141301,155.27139744786805,134.2275132275132,0.2588310342077984,ISIC_7426927,7,0
221.6453641321784,4.643898771613971,221.0,218.0,225.0,145.38999037536092,1.3835190724991702,145.0,123.27795957651588,2.8145763756160567,124.0,163.84356753288418,41.49124157844081,246.7096567212063,-41.04497914661533,1.179367172210933,222.4804954441913,145.29242596810934,123.93949316628702,0.4506897658004491,216.79186342172173,145.61623683254632,123.88594260806394,0.3532884183509785,228.4726677577741,145.2065466448445,120.66121112929622,0.1960218158485723,ISIC_4956766,2,1
219.93396455450352,5.029508418376808,220.0,216.0,224.0,144.57325807234767,1.4667674469890437,145.0,126.51080359310512,1.8330587033113763,126.0,169.25770818159748,42.19367564942947,245.67953386744355,-38.60874605486768,1.1427739176299705,219.4189567220668,144.6652953760079,126.7558005594866,0.3687181354697742,225.46989822321896,143.94980162152837,126.16301535276868,0.351845108035931,213.64059104737072,145.23707083876576,126.62538026944806,0.2794367564942947,ISIC_4482569,2,1
242.5603756014279,9.091608408671512,243.0,235.0,251.0,125.31864038491386,1.5994057996525164,125.0,131.76943970200216,2.222666336389372,132.0,43.44528946143101,9.64977494955766,242.3247710693776,-65.43395157535309,0.951044727501884,251.72898272552777,125.69481765834934,130.63013435700574,0.4040819494024523,240.83711433756804,124.91265880217786,132.46211433756807,0.3423094831600186,230.2677478580171,125.26652386780906,132.6514687882497,0.2536085674375291,ISIC_3834379,1,3
